60.95 24.15 107.80741882324
61 24.15 107.8272857666
61.05 24.15 107.84880828857
61.1 24.15 107.87210083008
61.15 24.15 107.89727783203
61.2 24.15 107.92446136475
61.25 24.15 107.95376586914
61.3 24.15 107.98529815674
61.35 24.15 108.01914215088
61.4 24.15 108.0553817749
61.45 24.15 108.09407806396
61.5 24.15 108.13526916504
61.55 24.15 108.17897033691
61.6 24.15 108.22518157959
61.65 24.15 108.27388000488
61.7 24.15 108.32504272461
61.75 24.15 108.37860870361
61.8 24.15 108.43452453613
60.5 24.2 107.68780517578
60.55 24.2 107.69654083252
60.6 24.2 107.706199646
60.65 24.2 107.71687316895
60.7 24.2 107.72863769531
60.75 24.2 107.74156188965
60.8 24.2 107.7557220459
60.85 24.2 107.77118682861
60.9 24.2 107.78804016113
60.95 24.2 107.8063659668
61 24.2 107.82627868652
61.05 24.2 107.84786987305
61.1 24.2 107.87126922607
61.15 24.2 107.89659118652
61.2 24.2 107.9239654541
61.25 24.2 107.95351409912
61.3 24.2 107.98533630371
61.35 24.2 108.01954650879
61.4 24.2 108.0562210083
61.45 24.2 108.0954208374
61.5 24.2 108.13719177246
61.55 24.2 108.18155670166
61.6 24.2 108.22850799561
61.65 24.2 108.27802276611
61.7 24.2 108.33005523682
61.75 24.2 108.38455963135
61.8 24.2 108.44144439697
61.85 24.2 108.50063323975
61.9 24.2 108.56203460693
61.95 24.2 108.62554168701
62 24.2 108.69103240967
62.05 24.2 108.75839996338
62.1 24.2 108.82750701904
62.15 24.2 108.89822387695
62.2 24.2 108.97041320801
62.25 24.2 109.04392242432
62.3 24.2 109.11859893799
62.35 24.2 109.19426727295
60 24.25 107.62776947021
60.05 24.25 107.63301086426
60.1 24.25 107.63820648193
60.15 24.25 107.64338684082
60.2 24.25 107.64862823486
60.25 24.25 107.6540222168
60.3 24.25 107.65966796875
60.35 24.25 107.66568756104
60.4 24.25 107.67219543457
60.45 24.25 107.67931365967
60.5 24.25 107.68715667725
60.55 24.25 107.69583129883
60.6 24.25 107.70542907715
60.65 24.25 107.71604919434
60.7 24.25 107.72775268555
60.75 24.25 107.74063873291
60.8 24.25 107.75476074219
60.85 24.25 107.77021026611
60.9 24.25 107.78707122803
60.95 24.25 107.80542755127
61 24.25 107.82538604736
61.05 24.25 107.84706878662
61.1 24.25 107.87059020996
61.15 24.25 107.8960723877
61.2 24.25 107.92366027832
61.25 24.25 107.95346832275
61.3 24.25 107.98561096191
61.35 24.25 108.02020263672
61.4 24.25 108.0573348999
61.45 24.25 108.09706115723
61.5 24.25 108.13944244385
61.55 24.25 108.18448638916
61.6 24.25 108.23219299316
61.65 24.25 108.28253936768
61.7 24.25 108.33546447754
61.75 24.25 108.3908996582
61.8 24.25 108.44876861572
61.85 24.25 108.50894927979
61.9 24.25 108.57134246826
61.95 24.25 108.63581085205
62 24.25 108.70222473145
62.05 24.25 108.77043914795
62.1 24.25 108.84030151367
62.15 24.25 108.91166687012
62.2 24.25 108.98436737061
62.25 24.25 109.05825042725
62.3 24.25 109.13314056396
62.35 24.25 109.20886993408
62.4 24.25 109.28527832031
62.45 24.25 109.36219024658
62.5 24.25 109.43944549561
59.4 24.3 107.58438873291
59.45 24.3 107.58362579346
59.5 24.3 107.58416748047
59.55 24.3 107.58587646484
59.6 24.3 107.5885848999
59.65 24.3 107.59213256836
59.7 24.3 107.59633636475
59.75 24.3 107.60104370117
59.8 24.3 107.60609436035
59.85 24.3 107.61134338379
59.9 24.3 107.61669921875
59.95 24.3 107.62205505371
60 24.3 107.62738037109
60.05 24.3 107.63263702393
60.1 24.3 107.637840271
60.15 24.3 107.64302825928
60.2 24.3 107.64826965332
60.25 24.3 107.65364837646
60.3 24.3 107.65927124023
60.35 24.3 107.66526031494
60.4 24.3 107.6717300415
60.45 24.3 107.67879486084
60.5 24.3 107.68658447266
60.55 24.3 107.69519805908
60.6 24.3 107.70473480225
60.65 24.3 107.71529388428
60.7 24.3 107.72695922852
60.75 24.3 107.73979949951
60.8 24.3 107.75389862061
60.85 24.3 107.76934051514
60.9 24.3 107.78620910645
60.95 24.3 107.80460357666
61 24.3 107.8246383667
61.05 24.3 107.84642028809
61.1 24.3 107.87007904053
61.15 24.3 107.89574432373
61.2 24.3 107.9235534668
61.25 24.3 107.95364379883
61.3 24.3 107.98613739014
61.35 24.3 108.02113342285
61.4 24.3 108.0587387085
61.45 24.3 108.09902954102
61.5 24.3 108.14202880859
61.55 24.3 108.1877822876
61.6 24.3 108.23626708984
61.65 24.3 108.28745269775
61.7 24.3 108.34127807617
61.75 24.3 108.39765930176
61.8 24.3 108.45649719238
61.85 24.3 108.51766967773
61.9 24.3 108.58103179932
61.95 24.3 108.64644622803
62 24.3 108.71375274658
62.05 24.3 108.78277587891
62.1 24.3 108.85335540771
62.15 24.3 108.92531585693
62.2 24.3 108.99848175049
62.25 24.3 109.0726776123
62.3 24.3 109.14772796631
62.35 24.3 109.22346496582
62.4 24.3 109.29972076416
62.45 24.3 109.37633514404
62.5 24.3 109.45315551758
62.55 24.3 109.53005218506
62.6 24.3 109.60688781738
62.65 24.3 109.68354797363
62.7 24.3 109.75994110107
62.75 24.3 109.83599090576
62.8 24.3 109.91164398193
62.85 24.3 109.98685455322
62.9 24.3 110.06162261963
62.95 24.3 110.13594055176
63 24.3 110.20984649658
63.05 24.3 110.28338623047
63.1 24.3 110.35662078857
63.15 24.3 110.42964172363
63.2 24.3 110.50254058838
63.25 24.3 110.57541656494
63.3 24.3 110.64839172363
63.35 24.3 110.72158813477
63.4 24.3 110.79512786865
63.45 24.3 110.86913299561
63.5 24.3 110.94373321533
63.55 24.3 111.01903533936
63.6 24.3 111.09515380859
58.8 24.35 107.70725250244
58.85 24.35 107.69075012207
58.9 24.35 107.67492675781
58.95 24.35 107.65993499756
59 24.35 107.64594268799
59.05 24.35 107.63311004639
59.1 24.35 107.62158966064
59.15 24.35 107.61149597168
59.2 24.35 107.60292053223
59.25 24.35 107.59592437744
59.3 24.35 107.59053039551
59.35 24.35 107.58671569824
59.4 24.35 107.58441925049
59.45 24.35 107.5835647583
59.5 24.35 107.58402252197
59.55 24.35 107.5856628418
59.6 24.35 107.5883102417
59.65 24.35 107.59180450439
59.7 24.35 107.5959777832
59.75 24.35 107.60066223145
59.8 24.35 107.60569763184
59.85 24.35 107.61095428467
59.9 24.35 107.61631011963
59.95 24.35 107.62168884277
60 24.35 107.62702941895
60.05 24.35 107.63230133057
60.1 24.35 107.63751983643
60.15 24.35 107.6427154541
60.2 24.35 107.64795684814
60.25 24.35 107.65333557129
60.3 24.35 107.65894317627
60.35 24.35 107.6649017334
60.4 24.35 107.67133331299
60.45 24.35 107.67835235596
60.5 24.35 107.68608856201
60.55 24.35 107.69464874268
60.6 24.35 107.70413208008
60.65 24.35 107.71463775635
60.7 24.35 107.72624969482
60.75 24.35 107.73905944824
60.8 24.35 107.75314331055
60.85 24.35 107.76857757568
60.9 24.35 107.78547668457
60.95 24.35 107.80391693115
61 24.35 107.82402801514
61.05 24.35 107.84592437744
61.1 24.35 107.86973571777
61.15 24.35 107.89559936523
61.2 24.35 107.92366790771
61.25 24.35 107.95406341553
61.3 24.35 107.98691558838
61.35 24.35 108.02235412598
61.4 24.35 108.06046295166
61.45 24.35 108.10132598877
61.5 24.35 108.14498138428
61.55 24.35 108.19145965576
61.6 24.35 108.24073791504
61.65 24.35 108.29277801514
61.7 24.35 108.3475112915
61.75 24.35 108.40484619141
61.8 24.35 108.46465301514
61.85 24.35 108.52680206299
61.9 24.35 108.59112548828
61.95 24.35 108.65745544434
62 24.35 108.72561645508
